no,name,심평원 평가,학회 인증,address,phone,region,type,dialysis_machines,has_dialysis_unit,night_dialysis,dialysis_days,naver_map_url,kakao_map_url,lat,lng,coord_source,updated_at,hira_grade,ksn_certified,ksn_cert_date,specialist_count,specialists,nephrology_doctor,is_dialysis_specialist
371,의료법인한국의료재단 순천한국병원,O,#N/A (),"전라남도 순천시 우명길 42,  (연향동)",061-740-5000,전남,병원/의원,27,1,0,,https://map.naver.com/v5/search/%EC%9D%98%EB%A3%8C%EB%B2%95%EC%9D%B8%ED%95%9C%EA%B5%AD%EC%9D%98%EB%A3%8C%EC%9E%AC%EB%8B%A8%20%EC%88%9C%EC%B2%9C%ED%95%9C%EA%B5%AD%EB%B3%91%EC%9B%90,https://map.kakao.com/?q=%EC%9D%98%EB%A3%8C%EB%B2%95%EC%9D%B8%ED%95%9C%EA%B5%AD%EC%9D%98%EB%A3%8C%EC%9E%AC%EB%8B%A8%20%EC%88%9C%EC%B2%9C%ED%95%9C%EA%B5%AD%EB%B3%91%EC%9B%90,34.9477666,127.5122885,Naver Map Search,2026-05-27 17:18:10,2등급,미인증,,0,,,0
372,의료법인한서의료재단 진영병원,O,#N/A (),"경상남도 김해시 진영읍 김해대로334번길 9, (진영읍)",055-340-3700,경남,병원/의원,29,1,0,,https://map.naver.com/v5/search/%EC%9D%98%EB%A3%8C%EB%B2%95%EC%9D%B8%ED%95%9C%EC%84%9C%EC%9D%98%EB%A3%8C%EC%9E%AC%EB%8B%A8%20%EC%A7%84%EC%98%81%EB%B3%91%EC%9B%90,https://map.kakao.com/?q=%EC%9D%98%EB%A3%8C%EB%B2%95%EC%9D%B8%ED%95%9C%EC%84%9C%EC%9D%98%EB%A3%8C%EC%9E%AC%EB%8B%A8%20%EC%A7%84%EC%98%81%EB%B3%91%EC%9B%90,35.3060563,128.7270259,Naver Map Search,2026-05-27 17:18:10,2등급,미인증,2025-07-22,1,양영애,양영애,1
373,의료법인한성재단동아메디병원,O,#N/A (),"대구광역시 수성구 지산로 77, (지산동, (지상1~6층))",053-780-3000,대구,병원/의원,34,1,0,,https://map.naver.com/v5/search/%EC%9D%98%EB%A3%8C%EB%B2%95%EC%9D%B8%ED%95%9C%EC%84%B1%EC%9E%AC%EB%8B%A8%EB%8F%99%EC%95%84%EB%A9%94%EB%94%94%EB%B3%91%EC%9B%90,https://map.kakao.com/?q=%EC%9D%98%EB%A3%8C%EB%B2%95%EC%9D%B8%ED%95%9C%EC%84%B1%EC%9E%AC%EB%8B%A8%EB%8F%99%EC%95%84%EB%A9%94%EB%94%94%EB%B3%91%EC%9B%90,35.8277672,128.6336105,Naver Map Search,2026-05-27 17:18:10,2등급,인증,2026-01-02,1,김효종,김효종,1
374,의료법인한전의료재단 한일병원,O,#N/A (),"서울특별시 도봉구 우이천로 308, 한일병원 (쌍문동)",02-901-3114,서울,병원/의원,27,1,0,,https://map.naver.com/v5/search/%EC%9D%98%EB%A3%8C%EB%B2%95%EC%9D%B8%ED%95%9C%EC%A0%84%EC%9D%98%EB%A3%8C%EC%9E%AC%EB%8B%A8%20%ED%95%9C%EC%9D%BC%EB%B3%91%EC%9B%90,https://map.kakao.com/?q=%EC%9D%98%EB%A3%8C%EB%B2%95%EC%9D%B8%ED%95%9C%EC%A0%84%EC%9D%98%EB%A3%8C%EC%9E%AC%EB%8B%A8%20%ED%95%9C%EC%9D%BC%EB%B3%91%EC%9B%90,37.6461401,127.0291228,Naver Map Search,2026-05-27 17:18:10,2등급,미인증,,0,,,0
375,의료법인호원의료재단호원요양병원,O,#N/A (),"경기도 안산시 상록구 광덕산2로 22, (월피동, 은성빌딩)",031-439-3119,경기,병원/의원,30,1,0,,https://map.naver.com/v5/search/%EC%9D%98%EB%A3%8C%EB%B2%95%EC%9D%B8%ED%98%B8%EC%9B%90%EC%9D%98%EB%A3%8C%EC%9E%AC%EB%8B%A8%ED%98%B8%EC%9B%90%EC%9A%94%EC%96%91%EB%B3%91%EC%9B%90,https://map.kakao.com/?q=%EC%9D%98%EB%A3%8C%EB%B2%95%EC%9D%B8%ED%98%B8%EC%9B%90%EC%9D%98%EB%A3%8C%EC%9E%AC%EB%8B%A8%ED%98%B8%EC%9B%90%EC%9A%94%EC%96%91%EB%B3%91%EC%9B%90,37.3353249,126.845288,Naver Map Search,2026-05-27 17:18:10,2등급,미인증,,0,,,0
376,이경민내과의원,O,X,"경상북도 포항시 북구 포스코대로 303, 3층 (죽도동)",054-272-5600,경북,병원/의원,31,1,0,,https://map.naver.com/v5/search/%EC%9D%B4%EA%B2%BD%EB%AF%BC%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%EC%9D%B4%EA%B2%BD%EB%AF%BC%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,36.0201289,129.3575244,Naver Map Search,2026-05-27 17:18:10,2등급,미인증,2026-01-07,1,이경민,이경민,1
377,이상수연합내과의원,O,#N/A (),"경상북도 상주시 상산로 256, 3, 4층 (남성동)",054-532-1230,경북,병원/의원,20,1,0,,https://map.naver.com/v5/search/%EC%9D%B4%EC%83%81%EC%88%98%EC%97%B0%ED%95%A9%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%EC%9D%B4%EC%83%81%EC%88%98%EC%97%B0%ED%95%A9%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,36.4137361,128.1597144,Naver Map Search,2026-05-27 17:18:10,2등급,인증,2026-01-29,1,김건현,김건현,1
378,이손요양병원,O,#N/A (),"울산광역시 울주군 삼남읍 하방로 39, (지하1층, 지상 2,3,4층)",055-780-1000,울산,병원/의원,30,1,0,,https://map.naver.com/v5/search/%EC%9D%B4%EC%86%90%EC%9A%94%EC%96%91%EB%B3%91%EC%9B%90,https://map.kakao.com/?q=%EC%9D%B4%EC%86%90%EC%9A%94%EC%96%91%EB%B3%91%EC%9B%90,35.5064435,129.0903447,Naver Map Search,2026-05-27 17:18:10,2등급,미인증,,0,,,0
379,이신내과의원,O,O,"부산광역시 부산진구 중앙대로 808, 금정빌딩 4층,5층 (전포동)",051-715-5501,부산,병원/의원,34,1,0,,https://map.naver.com/v5/search/%EC%9D%B4%EC%8B%A0%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%EC%9D%B4%EC%8B%A0%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,35.1635009,129.0641568,Naver Map Search,2026-05-27 17:18:10,2등급,인증,2026-03-14,2,"이진호,이희룡","이진호,이희룡",1
380,이앤박내과의원,O,#N/A (),"경기도 성남시 분당구 돌마로 79, 701호 (금곡동, 썬프라자)",718-0875,경기,병원/의원,19,1,0,,https://map.naver.com/v5/search/%EC%9D%B4%EC%95%A4%EB%B0%95%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%EC%9D%B4%EC%95%A4%EB%B0%95%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,37.3503982,127.1107975,Naver Map Search,2026-05-27 17:18:10,2등급,미인증,2026-03-09,1,이상훈,이상훈,1
381,이완복내과의원,O,#N/A (),"경기도 부천시 원미구 부흥로 197, 2층 201, 202호 (중동)",032-614-0875,경기,병원/의원,38,1,0,,https://map.naver.com/v5/search/%EC%9D%B4%EC%99%84%EB%B3%B5%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%EC%9D%B4%EC%99%84%EB%B3%B5%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,37.4963505,126.7645967,Naver Map Search,2026-05-27 17:18:10,2등급,미인증,,0,,,0
382,이용구내과의원,O,#N/A (),"경기도 광주시 중앙로 83, (역동, 2, 3층)",031-768-1771,경기,병원/의원,35,1,0,,https://map.naver.com/v5/search/%EC%9D%B4%EC%9A%A9%EA%B5%AC%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%EC%9D%B4%EC%9A%A9%EA%B5%AC%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,37.4072593,127.2595813,Naver Map Search,2026-05-27 17:18:10,2등급,미인증,,0,,,0
383,이유경내과의원,O,#N/A (),"세종특별자치시 한누리대로 2265, 세종메디컬센터 304~306호, 505호 (대평동)",044-868-0261,세종,병원/의원,29,1,0,,https://map.naver.com/v5/search/%EC%9D%B4%EC%9C%A0%EA%B2%BD%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%EC%9D%B4%EC%9C%A0%EA%B2%BD%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,36.4720981,127.2771921,Naver Map Search,2026-05-27 17:18:10,2등급,미인증,,0,,,0
384,이준승내과의원,O,#N/A (),"인천광역시 남동구 구월로 223, 위너스프라자 2층 201,202,203호 (구월동)",461-6777,인천,병원/의원,43,1,0,,https://map.naver.com/v5/search/%EC%9D%B4%EC%A4%80%EC%8A%B9%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%EC%9D%B4%EC%A4%80%EC%8A%B9%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,37.4564911,126.7157168,Naver Map Search,2026-05-27 17:18:10,2등급,미인증,2026-03-19,2,"이준승,성주영","이준승,성주영",1
385,이한규내과의원,O,O,"서울특별시 관악구 봉천로 227-0, 201,202호 (봉천동, 보라매샤르망)",02-6951-1577,서울,병원/의원,44,1,0,,https://map.naver.com/v5/search/%EC%9D%B4%ED%95%9C%EA%B7%9C%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%EC%9D%B4%ED%95%9C%EA%B7%9C%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,37.4900225,126.9271079,Naver Map Search,2026-05-27 17:18:10,2등급,인증,2026-02-23,2,"이한규,원보람","이한규,원보람",1
386,이화여자대학교의과대학부속목동병원,O,#N/A (),"서울특별시 양천구 안양천로 1071, (목동)",02-2650-5114,서울,병원/의원,41,1,0,,https://map.naver.com/v5/search/%EC%9D%B4%ED%99%94%EC%97%AC%EC%9E%90%EB%8C%80%ED%95%99%EA%B5%90%EC%9D%98%EA%B3%BC%EB%8C%80%ED%95%99%EB%B6%80%EC%86%8D%EB%AA%A9%EB%8F%99%EB%B3%91%EC%9B%90,https://map.kakao.com/?q=%EC%9D%B4%ED%99%94%EC%97%AC%EC%9E%90%EB%8C%80%ED%95%99%EA%B5%90%EC%9D%98%EA%B3%BC%EB%8C%80%ED%95%99%EB%B6%80%EC%86%8D%EB%AA%A9%EB%8F%99%EB%B3%91%EC%9B%90,37.5362859,126.8862379,Naver Map Search,2026-05-27 17:18:10,2등급,미인증,,0,,,0
387,인산의료재단 메트로병원,O,#N/A (),"경기도 안양시 만안구 명학로33번길 8, (안양동, 메트로병원)",031-467-9000,경기,병원/의원,29,1,0,,https://map.naver.com/v5/search/%EC%9D%B8%EC%82%B0%EC%9D%98%EB%A3%8C%EC%9E%AC%EB%8B%A8%20%EB%A9%94%ED%8A%B8%EB%A1%9C%EB%B3%91%EC%9B%90,https://map.kakao.com/?q=%EC%9D%B8%EC%82%B0%EC%9D%98%EB%A3%8C%EC%9E%AC%EB%8B%A8%20%EB%A9%94%ED%8A%B8%EB%A1%9C%EB%B3%91%EC%9B%90,37.3786666,126.9352309,Naver Map Search,2026-05-27 17:18:10,2등급,미인증,,0,,,0
388,인천기독병원,O,X,"인천광역시 중구 답동로30번길 10, (율목동)",032-270-8000,인천,병원/의원,31,1,0,,https://map.naver.com/v5/search/%EC%9D%B8%EC%B2%9C%EA%B8%B0%EB%8F%85%EB%B3%91%EC%9B%90,https://map.kakao.com/?q=%EC%9D%B8%EC%B2%9C%EA%B8%B0%EB%8F%85%EB%B3%91%EC%9B%90,37.4712157,126.6321217,Naver Map Search,2026-05-27 17:18:10,2등급,미인증,2026-03-31,2,"이태호,김형기","이태호,김형기,양인모",1
389,인천수내과의원,O,#N/A (),"인천광역시 서구 가정로394번길 1, (가정동)",584-5599,인천,병원/의원,24,1,0,,https://map.naver.com/v5/search/%EC%9D%B8%EC%B2%9C%EC%88%98%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%EC%9D%B8%EC%B2%9C%EC%88%98%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,37.5201024,126.6732732,Naver Map Search,2026-05-27 17:18:10,2등급,미인증,2025-06-09,1,이영모,이영모,1
390,인천적십자병원,O,X,"인천광역시 연수구 원인재로 263, (연수동)",032-899-4000,인천,병원/의원,29,1,0,,https://map.naver.com/v5/search/%EC%9D%B8%EC%B2%9C%EC%A0%81%EC%8B%AD%EC%9E%90%EB%B3%91%EC%9B%90,https://map.kakao.com/?q=%EC%9D%B8%EC%B2%9C%EC%A0%81%EC%8B%AD%EC%9E%90%EB%B3%91%EC%9B%90,37.4184945,126.6896544,Naver Map Search,2026-05-27 17:18:10,2등급,미인증,2026-03-24,1,최유아,최유아,1
391,인천하이병원,O,X,"인천광역시 계양구 경명대로 1107, (계산동)",555-1675,인천,병원/의원,21,1,0,,https://map.naver.com/v5/search/%EC%9D%B8%EC%B2%9C%ED%95%98%EC%9D%B4%EB%B3%91%EC%9B%90,https://map.kakao.com/?q=%EC%9D%B8%EC%B2%9C%ED%95%98%EC%9D%B4%EB%B3%91%EC%9B%90,37.5435518,126.7300852,Naver Map Search,2026-05-27 17:18:10,2등급,미인증,2026-04-16,1,권탁현,권탁현,1
392,장사랑연합내과의원,O,#N/A (),"충청남도 아산시 번영로 223, 터미널복합시설 401~406, 410-1, 410-2, 411-1, 503~504호 4~5층 (모종동)",041-542-7582,충남,병원/의원,60,1,0,,https://map.naver.com/v5/search/%EC%9E%A5%EC%82%AC%EB%9E%91%EC%97%B0%ED%95%A9%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%EC%9E%A5%EC%82%AC%EB%9E%91%EC%97%B0%ED%95%A9%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,36.8583235,127.4442497,Naver Map Search,2026-05-27 17:18:10,2등급,미인증,2026-01-22,2,"이관현,박수정","이관현,박수정,서원용",1
393,장안내과의원,O,X,"경기도 수원시 장안구 경수대로 963, 농협 2층 (송죽동)",031-246-1888,경기,병원/의원,41,1,0,,https://map.naver.com/v5/search/%EC%9E%A5%EC%95%88%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%EC%9E%A5%EC%95%88%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,37.3036195,127.0052749,Naver Map Search,2026-05-27 17:18:10,2등급,미인증,2026-03-05,2,"이소영,윤효진","이소영,윤효진",1
394,장진석내과의원,O,#N/A (),"부산광역시 중구 구덕로 5, 3,4,5층 (남포동1가)",051-711-8188,부산,병원/의원,25,1,0,,https://map.naver.com/v5/search/%EC%9E%A5%EC%A7%84%EC%84%9D%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%EC%9E%A5%EC%A7%84%EC%84%9D%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,35.097574,129.0349785,Naver Map Search,2026-05-27 17:18:10,2등급,미인증,2026-03-13,1,김구,김구,1
395,재단법인 일신기독교선교회 맥켄지일신재활병원,O,#N/A (),"부산광역시 북구 금곡대로 133, (덕천동)",051-363-2331,부산,병원/의원,32,1,0,,https://map.naver.com/v5/search/%EC%9E%AC%EB%8B%A8%EB%B2%95%EC%9D%B8%20%EC%9D%BC%EC%8B%A0%EA%B8%B0%EB%8F%85%EA%B5%90%EC%84%A0%EA%B5%90%ED%9A%8C%20%EB%A7%A5%EC%BC%84%EC%A7%80%EC%9D%BC%EC%8B%A0%EC%9E%AC%ED%99%9C%EB%B3%91%EC%9B%90,https://map.kakao.com/?q=%EC%9E%AC%EB%8B%A8%EB%B2%95%EC%9D%B8%20%EC%9D%BC%EC%8B%A0%EA%B8%B0%EB%8F%85%EA%B5%90%EC%84%A0%EA%B5%90%ED%9A%8C%20%EB%A7%A5%EC%BC%84%EC%A7%80%EC%9D%BC%EC%8B%A0%EC%9E%AC%ED%99%9C%EB%B3%91%EC%9B%90,35.2209901,129.0077714,Naver Map Search,2026-05-27 17:18:10,2등급,미인증,,0,,,0
396,재단법인 일신기독교선교회 화명일신기독병원,O,#N/A (),"부산광역시 북구 금곡대로 264, (화명동)",051-363-0331,부산,병원/의원,23,1,0,,https://map.naver.com/v5/search/%EC%9E%AC%EB%8B%A8%EB%B2%95%EC%9D%B8%20%EC%9D%BC%EC%8B%A0%EA%B8%B0%EB%8F%85%EA%B5%90%EC%84%A0%EA%B5%90%ED%9A%8C%20%ED%99%94%EB%AA%85%EC%9D%BC%EC%8B%A0%EA%B8%B0%EB%8F%85%EB%B3%91%EC%9B%90,https://map.kakao.com/?q=%EC%9E%AC%EB%8B%A8%EB%B2%95%EC%9D%B8%20%EC%9D%BC%EC%8B%A0%EA%B8%B0%EB%8F%85%EA%B5%90%EC%84%A0%EA%B5%90%ED%9A%8C%20%ED%99%94%EB%AA%85%EC%9D%BC%EC%8B%A0%EA%B8%B0%EB%8F%85%EB%B3%91%EC%9B%90,35.2318295,129.0136905,Naver Map Search,2026-05-27 17:18:10,2등급,인증,2026-01-07,2,"신민지,전해수","신민지,전해수",1
397,재단법인예수병원유지재단예수병원,O,#N/A (),"전북특별자치도 전주시 완산구 서원로 365, (중화산동1가, 예수병원)",063-230-8114,전북,병원/의원,80,1,0,,https://map.naver.com/v5/search/%EC%9E%AC%EB%8B%A8%EB%B2%95%EC%9D%B8%EC%98%88%EC%88%98%EB%B3%91%EC%9B%90%EC%9C%A0%EC%A7%80%EC%9E%AC%EB%8B%A8%EC%98%88%EC%88%98%EB%B3%91%EC%9B%90,https://map.kakao.com/?q=%EC%9E%AC%EB%8B%A8%EB%B2%95%EC%9D%B8%EC%98%88%EC%88%98%EB%B3%91%EC%9B%90%EC%9C%A0%EC%A7%80%EC%9E%AC%EB%8B%A8%EC%98%88%EC%88%98%EB%B3%91%EC%9B%90,35.8143916,127.1332292,Naver Map Search,2026-05-27 17:18:10,2등급,미인증,,0,,,0
398,전내과의원,O,X,"전북특별자치도 군산시 하나운로 38, 7층 (나운동, 나운프라자)",063-468-6891,전북,병원/의원,29,1,0,,https://map.naver.com/v5/search/%EC%A0%84%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%EC%A0%84%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,37.5192883,126.8045521,Naver Map Search,2026-05-27 17:18:10,2등급,미인증,2026-03-02,0,,전성주,0
399,전로원내과의원,O,O,"서울특별시 동작구 시흥대로 664, 5,6층 (신대방동)",02-847-6123,서울,병원/의원,25,1,0,,https://map.naver.com/v5/search/%EC%A0%84%EB%A1%9C%EC%9B%90%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%EC%A0%84%EB%A1%9C%EC%9B%90%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,37.4907024,126.90844,Naver Map Search,2026-05-27 17:18:10,2등급,인증,2026-02-11,2,"전로원,조성태","전로원,조성태",1
400,전북특별자치도 남원의료원,O,#N/A (),"전북특별자치도 남원시 충정로 365, (고죽동)",063-620-1114,전북,병원/의원,32,1,0,,https://map.naver.com/v5/search/%EC%A0%84%EB%B6%81%ED%8A%B9%EB%B3%84%EC%9E%90%EC%B9%98%EB%8F%84%20%EB%82%A8%EC%9B%90%EC%9D%98%EB%A3%8C%EC%9B%90,https://map.kakao.com/?q=%EC%A0%84%EB%B6%81%ED%8A%B9%EB%B3%84%EC%9E%90%EC%B9%98%EB%8F%84%20%EB%82%A8%EC%9B%90%EC%9D%98%EB%A3%8C%EC%9B%90,35.4318755,127.4073171,Naver Map Search,2026-05-27 17:18:10,2등급,미인증,2026-03-09,1,이경미,"이경미,장재호",1
401,정동균내과의원,O,X,"서울특별시 마포구 서강로 132, (노고산동)",701-3415,서울,병원/의원,23,1,0,,https://map.naver.com/v5/search/%EC%A0%95%EB%8F%99%EA%B7%A0%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%EC%A0%95%EB%8F%99%EA%B7%A0%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,37.5538428,126.9354741,Naver Map Search,2026-05-27 17:18:10,2등급,미인증,2026-02-20,1,정동균,정동균,1
402,정릉아산내과의원,O,#N/A (),"서울특별시 성북구 보국문로 33, 3층 302,303호 (정릉동)",02-910-7010,서울,병원/의원,21,1,0,,https://map.naver.com/v5/search/%EC%A0%95%EB%A6%89%EC%95%84%EC%82%B0%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%EC%A0%95%EB%A6%89%EC%95%84%EC%82%B0%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,37.6073767,127.0101198,Naver Map Search,2026-05-27 17:18:10,2등급,미인증,2026-02-14,1,김원학,김원학,1
403,정병천내과의원,O,X,"서울특별시 관악구 남부순환로 1550, (신림동)",02-868-5858,서울,병원/의원,34,1,0,,https://map.naver.com/v5/search/%EC%A0%95%EB%B3%91%EC%B2%9C%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%EC%A0%95%EB%B3%91%EC%B2%9C%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,37.4830441,126.9228741,Naver Map Search,2026-05-27 17:18:10,2등급,미인증,2026-02-10,2,"정병천,현여경","정병천,현여경",1
404,정현철케이내과의원,O,O,"울산광역시 중구 번영로 590, 5층(일부), 6층 (남외동)",052-988-3600,울산,병원/의원,25,1,0,,https://map.naver.com/v5/search/%EC%A0%95%ED%98%84%EC%B2%A0%EC%BC%80%EC%9D%B4%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%EC%A0%95%ED%98%84%EC%B2%A0%EC%BC%80%EC%9D%B4%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,35.5689533,129.3465085,Naver Map Search,2026-05-27 17:18:10,2등급,인증,2026-03-06,1,정현철,정현철,1
405,제일내과의원,O,X,"경기도 구리시 동구릉로 8, 건영빌딩 2,4층 (교문동)",031-566-7591,경기,병원/의원,28,1,0,,https://map.naver.com/v5/search/%EC%A0%9C%EC%9D%BC%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%EC%A0%9C%EC%9D%BC%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,37.4601685,126.9060116,Naver Map Search,2026-05-27 17:18:10,2등급,미인증,2026-02-23,1,박재일,박재일,1
406,제일좋은내과의원,O,#N/A (),"경상북도 포항시 남구 대이로 109, 2,3층 (대잠동)",054-254-1212,경북,병원/의원,28,1,0,,https://map.naver.com/v5/search/%EC%A0%9C%EC%9D%BC%EC%A2%8B%EC%9D%80%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%EC%A0%9C%EC%9D%BC%EC%A2%8B%EC%9D%80%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,36.024957,129.3407365,Naver Map Search,2026-05-27 17:18:10,2등급,미인증,2026-01-14,1,김용섭,김용섭,1
407,제주대학교병원,O,X,"제주특별자치도 제주시 아란13길 15-0,  0동 0층 0호 (아라일동,제주대학교병원)",064-717-1114,제주,병원/의원,65,1,0,,https://map.naver.com/v5/search/%EC%A0%9C%EC%A3%BC%EB%8C%80%ED%95%99%EA%B5%90%EB%B3%91%EC%9B%90,https://map.kakao.com/?q=%EC%A0%9C%EC%A3%BC%EB%8C%80%ED%95%99%EA%B5%90%EB%B3%91%EC%9B%90,33.4671105,126.5452109,Naver Map Search,2026-05-27 17:18:10,2등급,미인증,2026-02-03,1,이화영,"이화영,김미연,한경희",1
408,제주한라병원,O,O,"제주특별자치도 제주시 도령로 65,  (연동)",064-740-5000,제주,병원/의원,57,1,0,,https://map.naver.com/v5/search/%EC%A0%9C%EC%A3%BC%ED%95%9C%EB%9D%BC%EB%B3%91%EC%9B%90,https://map.kakao.com/?q=%EC%A0%9C%EC%A3%BC%ED%95%9C%EB%9D%BC%EB%B3%91%EC%9B%90,33.4899609,126.4850403,Naver Map Search,2026-05-27 17:18:10,2등급,인증,2026-03-26,3,"김성수,이충식,서민석","김성수,이충식,서민석",1
409,조규웅내과의원,O,#N/A (),"광주광역시 북구 북문대로 101, 3층 (운암동)",062-523-8384,광주,병원/의원,20,1,0,,https://map.naver.com/v5/search/%EC%A1%B0%EA%B7%9C%EC%9B%85%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%EC%A1%B0%EA%B7%9C%EC%9B%85%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,35.1785712,126.8760364,Naver Map Search,2026-05-27 17:18:10,2등급,인증,2025-06-13,1,조규웅,조규웅,1
410,조동규내과의원,O,O,"대구광역시 중구 달구벌대로 2191, 5층 2호 (삼덕동2가)",053-426-6100,대구,병원/의원,20,1,0,,https://map.naver.com/v5/search/%EC%A1%B0%EB%8F%99%EA%B7%9C%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%EC%A1%B0%EB%8F%99%EA%B7%9C%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,35.8635894,128.6031011,Naver Map Search,2026-05-27 17:18:10,2등급,인증,2026-03-05,1,조동규,조동규,1
411,조민석내과의원,O,#N/A (),"광주광역시 남구 서문대로 692, 4층 (진월동, 은평빌딩)",062-652-7070~1,광주,병원/의원,27,1,0,,https://map.naver.com/v5/search/%EC%A1%B0%EB%AF%BC%EC%84%9D%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%EC%A1%B0%EB%AF%BC%EC%84%9D%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,35.1212173,126.8990242,Naver Map Search,2026-05-27 17:18:10,2등급,미인증,,0,,,0
412,조병수의원,O,O,"서울특별시 강남구 도산대로 507, 3층 (청담동)",02-541-3991,서울,병원/의원,20,1,0,,https://map.naver.com/v5/search/%EC%A1%B0%EB%B3%91%EC%88%98%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%EC%A1%B0%EB%B3%91%EC%88%98%EC%9D%98%EC%9B%90,37.5247587,127.0485533,Naver Map Search,2026-05-27 17:18:10,2등급,인증,2026-01-07,2,"정성민,조병수","정성민,조병수,고행일",1
413,조선대학교병원,O,O,"광주광역시 동구 필문대로 365,  (학동)",062-1811-7474,광주,병원/의원,60,1,0,,https://map.naver.com/v5/search/%EC%A1%B0%EC%84%A0%EB%8C%80%ED%95%99%EA%B5%90%EB%B3%91%EC%9B%90,https://map.kakao.com/?q=%EC%A1%B0%EC%84%A0%EB%8C%80%ED%95%99%EA%B5%90%EB%B3%91%EC%9B%90,35.1390538,126.9261468,Naver Map Search,2026-05-27 17:18:10,2등급,인증,2026-03-18,4,"김현리,신병철,윤영민,강다영","김현리,신병철,윤영민,강다영",1
